player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
5573,LI Meriwala,Left hand Bat,Left arm Fast medium, ,Lukman Iqbal Meriwala,Lukman Iqbal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/LI%20Meriwala.png
2894,NS Naik,Right hand Bat, ,Wicketkeeper,Nikhil Shankar Naik,Nikhil Shankar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/NS%20Naik.png
8191,PN Mankad,Right hand Bat,Right arm Medium, ,Prerak Nileshkumar Mankad,Prerak Nileshkumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PN%20Mankad.png
2349,Abhishek Sharma,Left hand Bat,Slow Left arm Orthodox, ,Abhishek Sharma,Abhishek Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abhishek%20Sharma.png
7621,K Kartikeya,Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin", ,Kumar Kartikeya Singh,Kumar Kartikeya,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/K%20Kartikeya.png
6520,AU Rashid,Right hand Bat,Legbreak, ,Adil Usman Rashid,Adil Usman,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AU%20Rashid.png
2825,CV Varun,Right hand Bat,Legbreak Googly, ,Varun Chakravarthy Vinod,Varun Chakravarthy,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/CV%20Varun.png
4212,Kartik Tyagi,Right hand Bat,Right arm Fast, ,Kartik Tyagi,Kartik Tyagi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Kartik%20Tyagi.png
4104,YBK Jaiswal,Left hand Bat,Legbreak, ,Yashasvi Bhupendra Kumar Jaiswal,Yashasvi Bhupendra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/YBK%20Jaiswal.png
6519,IC Porel,Right hand Bat,Right arm Medium, ,Ishan Chandranath Porel,Ishan Chandranath,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/IC%20Porel.png
1740,H Klaasen,Right hand Bat,Right arm Offbreak,Wicketkeeper,Heinrich Klaasen,Heinrich Klaasen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/H%20Klaasen.png
5526,Virat Singh,Left hand Bat,Legbreak Googly, ,Virat Binod Singh,Virat Binod,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Virat%20Singh.png
5181,Monu Kumar,Right hand Bat,Right arm Medium, ,Monu Kumar Singh,Monu Kumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Monu%20Kumar.png
10135,N Burger,Left hand Bat,Left arm Fast medium,,Nandre Burger,Nandre Burger,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/N%20Burger.png
10159,SH Johnson,Left hand Bat,Left arm Fast,,Spencer Johnson,Spencer Johnson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SH%20Johnson.png
10070,Sameer Rizvi,Right hand Bat,Right arm Offbreak,,Sameer Rizvi,Sameer Rizvi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sameer%20Rizvi.png
10291,A Raghuvanshi,Right hand Bat,Slow Left arm Orthodox,,Angkrish Raghuvanshi,Angkrish Raghuvanshi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Raghuvanshi.png
11192,AA Kulkarni,Right hand Bat,Right arm Medium,,Arshin Kulkarni,Arshin Kulkarni,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AA%20Kulkarni.png
10169,SZ Mulani,Left hand Bat,Slow Left arm Orthodox,,Shams Mulani,Shams Mulani,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SZ%20Mulani.png
11834,Prince Yadav,Right hand Bat,Right arm Fast,,Prince Yadav,Prince Yadav,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Prince%20Yadav.png
11212,RJ Gleeson,Right hand Bat,Right arm Fast Medium,,Richard Gleeson,Richard Gleeson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RJ%20Gleeson.png
11282,MJ Suthar,Left hand Bat,Slow Left arm Orthodox,,Manav Suthar,Manav Suthar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MJ%20Suthar.png
11366,A Kamboj,Right hand Bat,Right arm Medium,,Anshul Kamboj,Anshul Kamboj,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Kamboj.png
11429,V Kaverappa,Right hand Bat,Right arm Fast medium,,Vidhwath Kaverappa,Vidhwath Kaverappa,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/V%20Kaverappa.png
10232,KT Maphaka,Left hand Bat,Left arm Fast,,Kwena Maphaka,Kwena Maphaka,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KT%20Maphaka.png
8808,D Jansen,Right hand Bat,Left arm Fast,,Duan Jansen,Duan Jansen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/D%20Jansen.png
10065,R Ravindra,Left hand Bat,Slow Left arm Orthodox,,Rachin Ravindra,Rachin Ravindra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/R%20Ravindra.png
8389,Arshad Khan,Left hand Bat,Left arm Medium,,Arshad Khan,Arshad Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Arshad%20Khan.png
10083,Sumit Kumar,Right hand Bat,Right arm Medium fast,,Sumit Kumar,Sumit Kumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sumit%20Kumar.png
10488,Saurav Chauhan,Left hand Bat,Right arm Offbreak,,Saurav Chauhan,Saurav Chauhan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Saurav%20Chauhan.png
11981,DL Vettori,Left hand Bat,Slow Left arm Orthodox, ,Daniel Luca Vettori,Daniel Luca,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DL%20Vettori.png
9759,Sanvir Singh,Right hand Bat,Right arm Medium, ,Sanvir Singh,Sanvir Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanvir%20Singh.png
8769,Yudhvir Singh,Right hand Bat,Right arm Medium fast, ,Yudhvir Singh Charak,Yudhvir Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yudhvir%20Singh.png
8930,Liton Das,Right hand Bat,Right arm Offbreak,Wicketkeeper,Litton Kumer Das,Litton Kumer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Liton%20Das.png
12015,WPUJC Vaas,Left hand Bat,Left arm Fast medium, ,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,Warnakulasuriya Patabendige,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/WPUJC%20Vaas.png
12013,AS Yadav,Right hand Bat,Right arm Offbreak, ,Arjun Shivlal Yadav,Arjun Shivlal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AS%20Yadav.png
12127,VRV Singh,Right hand Bat,Right arm Medium fast, ,Vikram Raj Vir Singh,Vikram Raj,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/VRV%20Singh.png
12016,RP Singh,Right hand Bat,Left arm Fast medium, ,Rudra Pratap Singh,Rudra Pratap,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/389100/389167.5.png"
11984,GD McGrath,Right hand Bat,Right arm Fast medium, ,Glenn Donald McGrath,Glenn Donald,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/GD%20McGrath.png
11982,MF Maharoof,Right hand Bat,Right arm Fast medium, ,Mohamed Farveez Maharoof,Mohamed Farveez,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MF%20Maharoof.png
12295,HH Gibbs,Right hand Bat,Right arm Bowler, ,Herschelle Herman Gibbs,Herschelle Herman,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/HH%20Gibbs.png
11924,LR Shukla,Right hand Bat,Right arm Medium, ,Laxmi Ratan Shukla,Laxmi Ratan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/LR%20Shukla.png
9524,Vivrant Sharma,Left hand Bat,Legbreak Googly, ,Vivrant Sharma,Vivrant Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Vivrant%20Sharma.png
8396,MG Bracewell,Left hand Bat,Right arm Offbreak,Wicketkeeper,Michael Gordon Bracewell,Michael Gordon,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MG%20Bracewell.png
11926,AB Agarkar,Right hand Bat,Right arm Fast, ,Ajit Bhalchandra Agarkar,Ajit Bhalchandra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AB%20Agarkar.png
12012,SB Styris,Right hand Bat,Right arm Medium, ,Scott Bernard Styris,Scott Bernard,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SB%20Styris.png
8890,Naveen-ul-Haq,Right hand Bat,Right arm Medium fast, ,Naveen-ul-Haq Murid,Naveen-ul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Naveen-ul-Haq.png
12318,BJ Hodge,Right hand Bat,Right arm Offbreak, ,Bradley John Hodge,Bradley John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BJ%20Hodge.png
11996,S Chanderpaul,Left hand Bat,Legbreak, ,Shivnarine Chanderpaul,Shivnarine Chanderpaul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Chanderpaul.png
8433,Abishek Porel,Left hand Bat, ,Wicketkeeper,Abishek Porel,Abishek Porel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abishek%20Porel.png
11963,T Kohli,Right hand Bat,Right arm Medium, ,Taruwar Sushil Kohli,Taruwar Sushil,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/T%20Kohli.png
9824,Nithish Kumar Reddy,Right hand Bat,Right arm Medium fast, ,Kaki Nitish Kumar Reddy,Kaki Nitish,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Nithish%20Kumar%20Reddy.png
11954,KC Sangakkara,Left hand Bat,Right arm Offbreak,Wicketkeeper,Kumar Chokshanada Sangakkara,Kumar Chokshanada,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KC%20Sangakkara.png
12056,Shahid Afridi,Right hand Bat,Legbreak Googly, ,Sahibzada Mohammad Shahid Khan Afridi,Sahibzada Mohammad,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahid%20Afridi.png
12323,Umar Gul,Right hand Bat,Right arm Fast medium, ,Umar Gul,Umar Gul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Umar%20Gul.png
8475,Suyash Sharma,Right hand Bat,Legbreak Googly, ,Suyash Sharma,Suyash Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Suyash%20Sharma.png
11949,P Amarnath,Right hand Bat,Right arm Medium, ,Palani Amarnath,Palani Amarnath,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Amarnath.png
8386,N Wadhera,Left hand Bat,Legbreak, ,Nehal Wadhera,Nehal Wadhera,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/N%20Wadhera.png
12121,RR Sarwan,Right hand Bat,Legbreak, ,Ramnaresh Ronnie Sarwan,Ramnaresh Ronnie,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RR%20Sarwan.png
11993,MA Khote,Right hand Bat,Right arm Medium, ,Musavir Asmat Khote,Musavir Asmat,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MA%20Khote.png
11933,JH Kallis,Right hand Bat,Right arm Fast medium, ,Jacques Henry Kallis,Jacques Henry,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JH%20Kallis.png
11983,B Geeves,Right hand Bat,Right arm Fast medium, ,Brett Geeves,Brett Geeves,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/B%20Geeves.png
8605,Mohit Rathee,Right hand Bat,Legbreak, ,Mohit Rathee,Mohit Rathee,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohit%20Rathee.png
9431,R Goyal,Left hand Bat,Left arm Wrist spin, ,Raghav Goyal,Raghav Goyal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/R%20Goyal.png
10707,Arshad Khan (2),Left hand Bat,Left arm Medium, ,Mohd Arshad Khan,Mohd Arshad,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Arshad%20Khan%20(2).png
8470,Dhruv Jurel,Right hand Bat, , ,Dhruv Chand Jurel,Dhruv Chand,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dhruv%20Jurel.png
11952,K Goel,Left hand Bat,Right arm Offbreak, ,Karan Goel,Karan Goel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/K%20Goel.png
8569,SSB Magala,Right hand Bat,Right arm Fast medium, ,Sisanda Somila Bruce Magala,Sisanda Somila,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SSB%20Magala.png
11947,S Badrinath,Right hand Bat,Right arm Offbreak, ,Subramaniam Badrinath,Subramaniam Badrinath,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Badrinath.png
12071,VY Mahesh,Right hand Bat,Right arm Medium fast, ,Vijaykumar Yo Mahesh,Vijaykumar Yo,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/VY%20Mahesh.png
11958,P Dharmani,Right hand Bat, ,Wicketkeeper,Pankaj Dharmani,Pankaj Dharmani,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Dharmani.png
11923,Mohammad Hafeez,Right hand Bat,Right arm Offbreak, ,Mohammad Hafeez,Mohammad Hafeez,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohammad%20Hafeez.png
11946,JDP Oram,Left hand Bat,Right arm Fast medium, ,Jacob David Philip Oram,Jacob David,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JDP%20Oram.png
12105,D Kalyankrishna,Right hand Bat,Right arm Medium fast, ,Doddapaneni Kalyankrishna,Doddapaneni Kalyankrishna,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/D%20Kalyankrishna.png
11986,ST Jayasuriya,Left hand Bat,Slow Left arm Orthodox, ,Sanath Teran Jayasuriya,Sanath Teran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319800/319886.png"
11989,PR Shah,Right hand Bat, ,Wicketkeeper,Pinal Rohitbhai Shah,Pinal Rohitbhai,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PR%20Shah.png
8597,MW Short,Right hand Bat,Right arm Offbreak, ,Matthew William Short,Matthew William,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MW%20Short.png
11980,M Manhas,Right hand Bat,Right arm Offbreak,Wicketkeeper,Mithun Manhas,Mithun Manhas,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/M%20Manhas.png
11959,B Lee,Right hand Bat,Right arm Fast, ,Brett Lee,Brett Lee,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/B%20Lee.png
11921,RT Ponting,Right hand Bat,Right arm Medium, ,Ricky Thomas Ponting,Ricky Thomas,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RT%20Ponting.png
11922,DJ Hussey,Right hand Bat,Right arm Offbreak, ,David John Hussey,David John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DJ%20Hussey.png
12572,NK Patel,Left hand Bat,,,Niraj Kanubhai Patel,Niraj Kanubhai,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/NK%20Patel.png
12338,SP Fleming,Left hand Bat, , ,Stephen Paul Fleming,Stephen Paul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SP%20Fleming.png
16455,TR Birt,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Travis Rodney Birt,Travis Rodney,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/TR%20Birt.png
16953,AA Kazi,Left hand Bat,Slow Left arm Orthodox, ,Abrar Anjum Kazi,Abrar Anjum,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AA%20Kazi.png
14798,J Theron,Right hand Bat,Right arm Medium fast, ,Juan Theron,Juan Theron,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/J%20Theron.png
34126,SS Mundhe,Right hand Bat,Right arm Medium, ,Shrikant Shrihari Mundhe,Shrikant Shrihari,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SS%20Mundhe.png
15862,Sunny Singh,Right hand Bat,Right arm Medium fast, ,Sunny Singh,Sunny Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sunny%20Singh.png
13301,R Bishnoi,Right hand Bat,Right arm Medium fast, ,Rajesh Bishnoi,Rajesh Bishnoi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/R%20Bishnoi.png
13388,AS Raut,Right hand Bat,Legbreak Googly, ,Abhishek Santosh Raut,Abhishek Santosh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AS%20Raut.png
14765,R Sharma,Right hand Bat,Legbreak Googly, ,Rahul Sharma,Rahul Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/R%20Sharma.png
15334,RS Sodhi,Right hand Bat,Right arm Medium, ,Reetinder Singh Sodhi,Reetinder Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RS%20Sodhi.png
14648,MJ Lumb,Left hand Bat,Right arm Medium, ,Michael John Lumb,Michael John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MJ%20Lumb.png
34959,LJ Wright,Right hand Bat,Right arm Medium, ,Luke James Wright,Luke James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/LJ%20Wright.png
14476,R Sathish,Right hand Bat,Right arm Medium, ,Rajagopal Sathish,Rajagopal Sathish,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/R%20Sathish.png
12372,Misbah-ul-Haq,Right hand Bat,Legbreak, ,Misbah-ul-Haq Khan Niazi,Misbah-ul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Misbah-ul-Haq.png
14464,OA Shah,Right hand Bat,Right arm Offbreak, ,Owais Alam Shah,Owais Alam,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/OA%20Shah.png
13248,AM Salvi,Right hand Bat,Right arm Medium, ,Aavishkar Madhav Salvi,Aavishkar Madhav,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AM%20Salvi.png
13016,A Nel,Right hand Bat,Right arm Fast medium, ,Andre Nel,Andre Nel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Nel.png
16380,NL McCullum,Right hand Bat,Right arm Offbreak, ,Nathan Leslie McCullum,Nathan Leslie,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/NL%20McCullum.png
34811,N Saini,Right hand Bat, ,Wicketkeeper,Nitin Saini,Nitin Saini,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/N%20Saini.png
15261,AN Ahmed,Right hand Bat,Right arm Medium fast, ,Abu Nechim Ahmed,Abu Nechim,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AN%20Ahmed.png
16743,I Malhotra,Right hand Bat,Right arm Medium fast, ,Ishan Malhotra,Ishan Malhotra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/I%20Malhotra.png
14757,MD Mishra,Right hand Bat,Right arm Offbreak, ,Mohnish Dinesh Mishra,Mohnish Dinesh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MD%20Mishra.png
34983,RJ Peterson,Left hand Bat,Slow Left arm Orthodox, ,Robin John Peterson,Robin John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RJ%20Peterson.png
14463,CA Pujara,Right hand Bat,Legbreak, ,Cheteshwar Arvind Pujara,Cheteshwar Arvind,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/CA%20Pujara.png
14489,A Uniyal,Left hand Bat,Left arm Medium, ,Amit Uniyal,Amit Uniyal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Uniyal.png
13651,GR Napier,Right hand Bat,Right arm Medium, ,Graham Richard Napier,Graham Richard,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/GR%20Napier.png
14136,J Botha,Right hand Bat,Right arm Offbreak, ,Johan Botha,Johan Botha,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/J%20Botha.png
13227,Kamran Khan,Left hand Bat,Left arm Medium fast, ,Kamran Khan,Kamran Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Kamran%20Khan.png
12454,U Kaul,Left hand Bat, ,Wicketkeeper,Uday Kaul,Uday Kaul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/U%20Kaul.png
13620,S Tyagi,Right hand Bat,Right arm Medium, ,Sudeep Tyagi,Sudeep Tyagi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Tyagi.png
16276,BJ Haddin,Right hand Bat, ,Wicketkeeper,Bradley James Haddin,Bradley James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BJ%20Haddin.png
12518,CK Kapugedera,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Chamara Kantha Kapugedera,Chamara Kantha,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/CK%20Kapugedera.png
12471,S Anirudha,Right hand Bat, , ,Srikkanth Anirudha,Srikkanth Anirudha,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Anirudha.png
13384,RJ Quiney,Left hand Bat,Right arm Medium, ,Robert John Quiney,Robert John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RJ%20Quiney.png
13260,YA Abdulla,Left hand Bat,Left arm Fast medium, ,Yusuf Adam Abdulla,Yusuf Adam,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/YA%20Abdulla.png
12650,TM Dilshan,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tillakaratne Mudiyanselage Dilshan,Tillakaratne Mudiyanselage,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/TM%20Dilshan.png
13551,MN van Wyk,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper,Morne Nico van Wyk,Morne Nico,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MN%20van%20Wyk.png
14206,SS Shaikh,Right hand Bat,Right arm Medium, ,Shoaib Shabbir Shaikh,Shoaib Shabbir,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SS%20Shaikh.png
15878,AC Thomas,Right hand Bat,Right arm Fast medium, ,Alfonso Clive Thomas,Alfonso Clive,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AC%20Thomas.png
15003,PD Collingwood,Right hand Bat,Right arm Medium, ,Paul David Collingwood,Paul David,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PD%20Collingwood.png
15239,AP Dole,Right hand Bat,Right arm Medium fast, ,Aditya Pradip Dole,Aditya Pradip,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AP%20Dole.png
14216,Jaskaran Singh,Right hand Bat,Right arm Medium, ,Jaskaran Singh Buttar,Jaskaran Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Jaskaran%20Singh.png
12850,H Das,Right hand Bat, ,Wicketkeeper,Halhadar Das,Halhadar Das,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/H%20Das.png
33972,AA Chavan,Left hand Bat,Slow Left arm Orthodox, ,Ankeet Anil Chavan,Ankeet Anil,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AA%20Chavan.png
13986,A Mithun,Right hand Bat,Right arm Medium, ,Abhimanyu Mithun,Abhimanyu Mithun,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Mithun.png
12339,S Vidyut,Left hand Bat,Slow Left arm Orthodox, ,Vidyut Sivaramakrishnan,Vidyut Sivaramakrishnan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Vidyut.png
15851,JEC Franklin,Left hand Bat,Left arm Medium, ,James Edward Charles Franklin,James Edward,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JEC%20Franklin.png
13508,AN Ghosh,Right hand Bat,Right arm Medium, ,Arindam Nanigopal Ghosh,Arindam Nanigopal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AN%20Ghosh.png
