player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
12422,RR Raje,Right hand Bat,Right arm Fast medium, ,Rohan Ravindra Raje,Rohan Ravindra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RR%20Raje.png
14008,SS Sarkar,Right hand Bat,Right arm Medium, ,Sourav Subrata Sarkar,Sourav Subrata,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SS%20Sarkar.png
15896,RN ten Doeschate,Right hand Bat,Right arm Medium fast, ,Ryan Neil ten Doeschate,Ryan Neil,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RN%20ten%20Doeschate.png
15140,DE Bollinger,Left hand Bat,Left arm Fast medium, ,Douglas Erwin Bollinger,Douglas Erwin,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DE%20Bollinger.png
14567,S Ladda,Right hand Bat,Legbreak, ,Sarabjit Ladda,Sarabjit Ladda,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Ladda.png
16249,DH Yagnik,Left hand Bat, , ,Dishant Harendra Yagnik,Dishant Harendra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DH%20Yagnik.png
13245,DP Nannes,Right hand Bat,Left arm Fast, ,Dirk Peter Nannes,Dirk Peter,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DP%20Nannes.png
13810,A Singh,Right hand Bat,Right arm Medium fast, ,Amit Singh,Amit Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Singh.png
34392,TP Sudhindra,Left hand Bat,Right arm Fast, ,Taduri Prakash Chandra Sudhindra,Taduri Prakash,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/TP%20Sudhindra.png
15779,S Randiv,Right hand Bat,Right arm Offbreak, ,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Hewa Kaluhalamullage,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Randiv.png
13383,PC Valthaty,Right hand Bat,Right arm Medium, ,Paul Chandrashekar Valthaty,Paul Chandrashekar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PC%20Valthaty.png
34554,P Awana,Right hand Bat,Right arm Medium, ,Parvinder Awana,Parvinder Awana,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Awana.png
12710,Shoaib Akhtar,Right hand Bat,Right arm Fast, ,Shoaib Akhtar,Shoaib Akhtar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shoaib%20Akhtar.png
34530,RR Bhatkal,Right hand Bat,Right arm Medium, ,Raju Ravi Bhatkal,Raju Ravi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RR%20Bhatkal.png
34343,KK Cooper,Right hand Bat,Right arm Medium, ,Kevon Keston Cooper,Kevon Keston,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KK%20Cooper.png
12661,AD Mascarenhas,Right hand Bat,Right arm Fast medium, ,Adrian Dimitri Mascarenhas,Adrian Dimitri,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AD%20Mascarenhas.png
14541,JM Kemp,Right hand Bat,Right arm Fast medium, ,Justin Miles Kemp,Justin Miles,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JM%20Kemp.png
12362,LPC Silva,Right hand Bat,Legbreak, ,Lindamlilage Prageeth Chamara Silva,Lindamlilage Prageeth,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/LPC%20Silva.png
12580,SR Tendulkar,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Sachin Ramesh Tendulkar,Sachin Ramesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.6.png"
13785,RJ Harris,Right hand Bat,Right arm Fast, ,Ryan James Harris,Ryan James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RJ%20Harris.png
15339,L Ablish,Right hand Bat,Right arm Medium fast, ,Love Ablish,Love Ablish,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/L%20Ablish.png
15384,S Sriram,Left hand Bat,Slow Left arm Orthodox, ,Sridharan Sriram,Sridharan Sriram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Sriram.png
14201,Mashrafe Mortaza,Right hand Bat,Right arm Fast medium, ,Mashrafe Bin Mortaza,Mashrafe Bin,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mashrafe%20Mortaza.png
14492,SW Tait,Right hand Bat,Right arm Fast, ,Shaun William Tait,Shaun William,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SW%20Tait.png
6657,DP Conway,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Devon Philip Conway,Devon Philip,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DP%20Conway.png
8383,C Green,Right hand Bat,Right arm Fast medium, ,Cameron Donald Green,Cameron Donald,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/C%20Green.png
13258,VS Malik,Right hand Bat,Right arm Medium, ,Vikramjeet Singh Malik,Vikramjeet Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/VS%20Malik.png
4339,N Jagadeesan,Right hand Bat, ,Wicketkeeper,Narayan Jagadeesan,Narayan Jagadeesan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/N%20Jagadeesan.png
76,Sandeep Sharma,Right hand Bat,Right arm Medium, ,Sandeep Sharma,Sandeep Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sandeep%20Sharma.png
14279,Y Nagar,Right hand Bat,Right arm Offbreak, ,Yogesh Nagar,Yogesh Nagar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Y%20Nagar.png
1314,IR Jaggi,Right hand Bat,Legbreak Googly, ,Ishank Rajiv Jaggi,Ishank Rajiv,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/IR%20Jaggi.png
44,Imran Tahir,Right hand Bat,Legbreak Googly, ,Mohammad Imran Tahir,Mohammad Imran,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Imran%20Tahir.png
900,PJ Sangwan,Right hand Bat,Left arm Medium, ,Pradeep Jaibeer Sangwan,Pradeep Jaibeer,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PJ%20Sangwan.png
11943,MEK Hussey,Left hand Bat,Right arm Medium, ,Michael Edward Killeen Hussey,Michael Edward,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319708.1.png"
2024,L Ngidi,Right hand Bat,Right arm Fast medium, ,Lungisani True-man Ngidi,Lungisani True,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/L%20Ngidi.png
11991,SM Pollock,Right hand Bat,Right arm Fast medium, ,Shaun Maclean Pollock,Shaun Maclean,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SM%20Pollock.png
35966,MDKJ Perera,Left hand Bat, ,Wicketkeeper,Mathurage Don Kusal Janith Perera,Mathurage Don,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MDKJ%20Perera.png
8748,Vijaykumar Vyshak,Right hand Bat,Right arm Medium, ,Vijaykumar Vyshak,Vijaykumar Vyshak,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Vijaykumar%20Vyshak.png
38647,JW Hastings,Right hand Bat,Right arm Fast medium, ,John Wayne Hastings,John Wayne,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JW%20Hastings.png
7546,Harshit Rana,Right hand Bat,Right arm Fast, ,Harshit Pradeep Rana,Harshit Pradeep,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Harshit%20Rana.png
8098,A Tomar,Right hand Bat,Right arm Offbreak, ,Abhijeet Tomar,Abhijeet Tomar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Tomar.png
1327,CJ Jordan,Right hand Bat,Right arm Fast medium, ,Christopher James Jordan,Christopher James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/CJ%20Jordan.png
2315,P Chopra,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Prashant Chopra,Prashant Chopra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Chopra.png
11971,SK Warne,Right hand Bat,Legbreak Googly, ,Shane Keith Warne,Shane Keith,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SK%20Warne.png
16693,AC Blizzard,Left hand Bat,Left arm Medium, ,Aiden Craig Blizzard,Aiden Craig,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AC%20Blizzard.png
36610,DJG Sammy,Right hand Bat,Right arm Medium, ,Daren Julius Garvey Sammy,Daren Julius,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DJG%20Sammy.png
49,KD Karthik,Right hand Bat,Right arm Offbreak,Wicketkeeper,Krishnakumar Dinesh Karthik,Krishnakumar Dinesh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KD%20Karthik.png
176,B Stanlake,Left hand Bat,Right arm Fast, ,Billy James Stanlake,Billy James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/B%20Stanlake.png
10109,MA Starc,Left hand Bat,Left arm Fast, ,Mitchell Aaron Starc,Mitchell Aaron,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MA%20Starc.png
11940,SB Joshi,Left hand Bat,Slow Left arm Orthodox, ,Sunil Bandacharya Joshi,Sunil Bandacharya,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SB%20Joshi.png
12746,Younis Khan,Right hand Bat,"Right arm Medium, Legbreak", ,Mohammad Younis Khan,Mohammad Younis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Younis%20Khan.png
40242,P Sahu,Right hand Bat,Legbreak Googly, ,Pardeep Sahu,Pardeep Sahu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Sahu.png
418,MM Patel,Right hand Bat,Right arm Medium fast, ,Munaf Musa Patel,Munaf Musa,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MM%20Patel.png
12252,DB Das,Right hand Bat,Legbreak Googly, ,Debabrata Baidya Das,Debabrata Baidya,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DB%20Das.png
6287,RV Patel,Right hand Bat,Right arm Medium fast, ,Ripal Vinubhai Patel,Ripal Vinubhai,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RV%20Patel.png
12539,T Taibu,Right hand Bat,Right arm Medium,Wicketkeeper,Tatenda Taibu,Tatenda Taibu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/T%20Taibu.png
34697,CJ McKay,Right hand Bat,Right arm Fast medium, ,Clinton James McKay,Clinton James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/CJ%20McKay.png
14360,RA Shaikh,Left hand Bat,Left arm Medium, ,Rahil Akhil Ahmed Shaikh,Rahil Akhil,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RA%20Shaikh.png
2188,M Prasidh Krishna,Right hand Bat,Right arm Fast medium, ,Muralikrishna Prasidh Krishna,Muralikrishna Prasidh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Prasidh%20Krishna.png
6047,GHS Garton,Left hand Bat,Left arm Fast, ,George Henry Simmons Garton,George Henry,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/GHS%20Garton.png
54,DS Kulkarni,Right hand Bat,Right arm Medium, ,Dhawal Sunil Kulkarni,Dhawal Sunil,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DS%20Kulkarni.png
69,WP Saha,Right hand Bat, ,Wicketkeeper,Wriddhiman Prasanta Saha,Wriddhiman Prasanta,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/WP%20Saha.png
42,A Zampa,Right hand Bat,Legbreak Googly, ,Adam Zampa,Adam Zampa,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Zampa.png
40725,PSP Handscomb,Right hand Bat, ,Wicketkeeper,Peter Stephen Patrick Handscomb,Peter Stephen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PSP%20Handscomb.png
8295,RS Hangargekar,Right hand Bat,Right arm Fast medium, ,Rajvardhan S Hangargekar,Rajvardhan S,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RS%20Hangargekar.png
67,HM Amla,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Hashim Mahomed Amla,Hashim Mahomed,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/HM%20Amla.png
25,RG Sharma,Right hand Bat,Right arm Offbreak, ,Rohit Gurunath Sharma,Rohit Gurunath,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RG%20Sharma.png
11972,SK Trivedi,Right hand Bat,Right arm Medium, ,Siddharth Kishorkumar Trivedi,Siddharth Kishorkumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SK%20Trivedi.png
13595,TL Suman,Right hand Bat,Right arm Offbreak, ,Tirumalasetti Laxminarayana Suman,Tirumalasetti Laxminarayana,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/TL%20Suman.png
34774,A Ashish Reddy,Right hand Bat,Right arm Medium, ,Ammana Ashish Reddy,Ammana Ashish,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Ashish%20Reddy.png
12238,B Chipli,Right hand Bat,Right arm Medium, ,Bharat Chipli,Bharat Chipli,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/B%20Chipli.png
14653,S Narwal,Left hand Bat,Right arm Medium, ,Sumit Narwal,Sumit Narwal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/S%20Narwal.png
12204,SD Chitnis,Right hand Bat,Right arm Offbreak, ,Siddharth Dilip Chitnis,Siddharth Dilip,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SD%20Chitnis.png
35864,Sunny Gupta,Right hand Bat,Right arm Offbreak, ,Sunny Gupta,Sunny Gupta,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sunny%20Gupta.png
31,TG Southee,Right hand Bat,Right arm Medium fast, ,Timothy Grant Southee,Timothy Grant,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/TG%20Southee.png
17,BCJ Cutting,Right hand Bat,Right arm Fast medium, ,Benjamin Colin James Cutting,Benjamin Colin,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BCJ%20Cutting.png
38548,BE Hendricks,Left hand Bat,Left arm Fast medium, ,Beuran Eric Hendricks,Beuran Eric,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BE%20Hendricks.png
13083,BAW Mendis,Right hand Bat,Right arm Offbreak, ,Balapuwaduge Ajantha Winslow Mendis,Balapuwaduge Ajantha,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BAW%20Mendis.png
12327,SA Asnodkar,Right hand Bat,Right arm Offbreak, ,Swapnil Ashok Asnodkar,Swapnil Ashok,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/SA%20Asnodkar.png
11970,D Salunkhe,Right hand Bat,Legbreak, ,Dinesh Salunkhe,Dinesh Salunkhe,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/D%20Salunkhe.png
11966,M Kaif,Right hand Bat,Right arm Offbreak, ,Mohammad Kaif,Mohammad Kaif,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/M%20Kaif.png
36536,IC Pandey,Right hand Bat,Right arm Medium, ,Ishwar Chand Pandey,Ishwar Chand,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/IC%20Pandey.png
14487,P Dogra,Right hand Bat,Legbreak, ,Paras Dogra,Paras Dogra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Dogra.png
13692,LA Carseldine,Left hand Bat,Left arm Medium, ,Lee Andrew Carseldine,Lee Andrew,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/LA%20Carseldine.png
19,Bipul Sharma,Left hand Bat,Slow Left arm Orthodox, ,Bipul Sharma,Bipul Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Bipul%20Sharma.png
4170,JR Philippe,Right hand Bat, ,Wicketkeeper,Joshua Ryan Philippe,Joshua Ryan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JR%20Philippe.png
16199,TD Paine,Right hand Bat,Right arm Medium,Wicketkeeper,Timothy David Paine,Timothy David,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/TD%20Paine.png
11937,AA Noffke,Right hand Bat,Right arm Fast medium, ,Ashley Allan Noffke,Ashley Allan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AA%20Noffke.png
12041,Kamran Akmal,Right hand Bat, ,Wicketkeeper,Kamran Akmal,Kamran Akmal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Kamran%20Akmal.png
36311,BJ Rohrer,Left hand Bat, ,Occasional Wicketkeeper,Ben James Rohrer,Ben James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BJ%20Rohrer.png
36555,CM Gautam,Right hand Bat, ,Wicketkeeper,Chidhambaram Muralidharen Gautam,Chidhambaram Muralidharen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/CM%20Gautam.png
41020,F Behardien,Right hand Bat,Right arm Fast medium, ,Farhaan Behardien,Farhaan Behardien,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/F%20Behardien.png
37031,PV Tambe,Right hand Bat,Legbreak, ,Pravin Vijay Tambe,Pravin Vijay,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PV%20Tambe.png
35892,MC Juneja,Right hand Bat,Right arm Offbreak, ,Manprit Charanjit Juneja,Manprit Charanjit,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MC%20Juneja.png
41286,ER Dwivedi,Right hand Bat, ,Wicketkeeper,Eklavya Rakesh Dwivedi,Eklavya Rakesh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/ER%20Dwivedi.png
35459,K Upadhyay,Right hand Bat,Right arm Medium, ,Krishnakant Upadhyay,Krishnakant Upadhyay,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/K%20Upadhyay.png
37347,MG Neser,Right hand Bat,Right arm Medium fast, ,Michael Gertges Neser,Michael Gertges,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MG%20Neser.png
40895,UT Khawaja,Left hand Bat,Right arm Medium, ,Usman Tariq Khawaja,Usman Tariq,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/UT%20Khawaja.png
40385,KJ Abbott,Right hand Bat,Right arm Fast medium, ,Kyle John Abbott,Kyle John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KJ%20Abbott.png
38924,DJ Muthuswami,Right hand Bat,Right arm Medium, ,Domnic Joseph Muthuswami,Domnic Joseph,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DJ%20Muthuswami.png
6360,Anmolpreet Singh,Right hand Bat,Right arm Offbreak, ,Anmolpreet Singh,Anmolpreet Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Anmolpreet%20Singh.png
3011,JP Behrendorff,Right hand Bat,Left arm Fast medium, ,Jason Paul Behrendorff,Jason Paul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JP%20Behrendorff.png
27,AT Rayudu,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Ambati Thirupathi Rayudu,Ambati Thirupathi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/AT%20Rayudu.png
1437,AD Russell,Right hand Bat,Right arm Fast, ,Andre Dwayne Russell,Andre Dwayne,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Andre%20Russell.png
34601,V Pratap Singh,Right hand Bat,Right arm Medium, ,Veer Pratap Singh,Veer Pratap,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/V%20Pratap%20Singh.png
1856,LE Plunkett,Right hand Bat,Right arm Fast, ,Liam Edward Plunkett,Liam Edward,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/LE%20Plunkett.png
13563,RE van der Merwe,Right hand Bat,Slow Left arm Orthodox, ,Roelof Erasmus van der Merwe,Roelof Erasmus,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RE%20van%20der%20Merwe.png
58,RV Uthappa,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Robin Venu Uthappa,Robin Venu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Robin%20Uthappa.png
8945,PD Salt,Right hand Bat,Right arm Offbreak,Wicketkeeper,Philip Dean Salt,Philip Dean,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/PD%20Salt.png
293,V Shankar,Right hand Bat,Right arm Medium, ,Vijay Shankar,Vijay Shankar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/V%20Shankar.png
37595,NJ Maddinson,Left hand Bat,Slow Left arm Orthodox, ,Nicolas James Maddinson,Nicolas James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/NJ%20Maddinson.png
11934,CL White,Right hand Bat,Legbreak Googly, ,Cameron Leon White,Cameron Leon,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/CL%20White.png
11969,M Rawat,Right hand Bat, ,Wicketkeeper,Mahesh Rawat,Mahesh Rawat,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/M%20Rawat.png
9181,Gurnoor Brar,Left hand Bat,Right arm Fast, ,Gurnoor Brar,Gurnoor Brar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Gurnoor%20Brar.png
46,BB McCullum,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper,Brendon Barrie McCullum,Brendon Barrie,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BB%20McCullum.png
13863,M Morkel,Left hand Bat,Right arm Fast, ,Morne Morkel,Morne Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png
7902,KS Sharma,Right hand Bat,Right arm Offbreak, ,Karan Sunny Sharma,Karan Sunny,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KS%20Sharma.png
16648,P Parameswaran,Right hand Bat,Left arm Medium, ,Prasanth Parameswaran,Prasanth Parameswaran,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Parameswaran.png
33961,P Prasanth,Left hand Bat,Slow Left arm Orthodox, ,Padmanabhan Prasanth,Padmanabhan Prasanth,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/P%20Prasanth.png
5473,Lalit Yadav,Right hand Bat,Right arm Offbreak, ,Lalit Yadav,Lalit Yadav,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Lalit%20Yadav.png
16,DJ Hooda,Right hand Bat,Right arm Offbreak, ,Deepak Jagbir Hooda,Deepak Jagbir,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DJ%20Hooda.png
1990,IS Sodhi,Right hand Bat,Legbreak, ,Inderbir Singh Sodhi,Inderbir Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/IS%20Sodhi.png
494,BB Sran,Left hand Bat,Left arm Medium, ,Barinder Balbirsingh Sran,Barinder Balbirsingh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/BB%20Sran.png
34382,DJ Harris,Right hand Bat,Right arm Medium, ,Daniel Joseph Harris,Daniel Joseph,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/DJ%20Harris.png
3518,Y Prithvi Raj,Left hand Bat,Left arm Medium, ,Prithvi Raj Yarra,Prithvi Raj,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Y%20Prithvi%20Raj.png
1964,JP Duminy,Left hand Bat,Right arm Offbreak, ,Jean-Paul Duminy,Jean-Paul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/JP%20Duminy.png
15866,NJ Rimmington,Right hand Bat,Right arm Fast medium, ,Nathan John Rimmington,Nathan John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/NJ%20Rimmington.png
21,A Nehra,Right hand Bat,Left arm Medium fast, ,Ashish Nehra,Ashish Nehra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/A%20Nehra.png
3495,Harpreet Brar,Left hand Bat,Slow Left arm Orthodox, ,Harpreet Brar,Harpreet Brar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Harpreet%20Brar.png
